time/total_timesteps,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/time_elapsed,train/n_updates,train/value_loss,train/entropy_loss,train/clip_fraction,train/clip_range,train/learning_rate,train/approx_kl,train/policy_gradient_loss,train/loss,train/explained_variance
22016,7,1.95532414,7.38,43,2802,420,27.46715142726898,-2.142413479089737,0.0572265625,0.2,0.0003,0.009170689,-0.012344079464673996,14.81245231628418,0.39699888229370117
22528,7,4.59379067,3.62,44,2913,430,27.633215713500977,-2.2053838193416597,0.0236328125,0.2,0.0003,0.007388939,-0.006487955938791856,11.073018074035645,0.26522350311279297
23040,7,2.7915170600000003,6.36,45,3015,440,30.668237042427062,-2.146025162935257,0.06015625,0.2,0.0003,0.008961686,-0.018240926135331393,10.689684867858887,0.37420690059661865
23552,7,4.17491641,4.07,46,3121,450,32.58316023349762,-2.0517615765333175,0.0169921875,0.2,0.0003,0.0055537643,-0.00998363281833008,18.10418701171875,0.11111336946487427
24064,7,4.27115306,4.75,47,3227,460,28.15763909816742,-2.1053468614816664,0.062109375,0.2,0.0003,0.01096106,-0.017255786701571196,9.476008415222168,0.3653331995010376
24576,7,3.64144141,5.0,48,3350,470,28.773939347267152,-2.0691766396164892,0.07578125,0.2,0.0003,0.009546248,-0.022050185641273857,14.566884994506836,0.3584408164024353
25088,7,2.83016929,5.25,49,3445,480,29.68076958656311,-2.034808874130249,0.033984375,0.2,0.0003,0.008617772,-0.0123550915857777,15.240398406982422,0.22738391160964966
25600,7,1.9405827299999998,7.17,50,3528,490,30.738037300109863,-2.156624120473862,0.084375,0.2,0.0003,0.007131312,-0.011243320733774454,14.050704002380371,0.2487952709197998
26112,7,3.9875627799999993,3.87,51,3655,500,28.413646817207336,-2.147899475693703,0.116015625,0.2,0.0003,0.010299773,-0.023528878384968265,14.074769973754883,0.27809977531433105
26624,7,2.7537091399999998,5.99,52,3742,510,31.23464971780777,-2.0922182992100717,0.0431640625,0.2,0.0003,0.006731565,-0.011263157534995117,11.50065803527832,0.3407812714576721
27136,6,3.9268247199999995,3.17,53,3895,520,27.432741284370422,-2.190168261528015,0.1025390625,0.2,0.0003,0.010049053,-0.014324474797467701,11.371400833129883,0.36255520582199097
27648,6,4.54251017,2.88,54,4052,530,28.760499787330627,-1.8618271946907043,0.0357421875,0.2,0.0003,0.0068048183,-0.012397175235673786,17.174516677856445,0.19767099618911743
28160,6,3.3506650399999995,5.03,55,4151,540,20.20661563873291,-1.8722498580813407,0.0634765625,0.2,0.0003,0.011504617,-0.012671523680910467,8.709819793701172,0.18507510423660278
28672,6,3.02932591,4.74,56,4254,550,23.80708118677139,-2.1166274413466453,0.0650390625,0.2,0.0003,0.009403833,-0.012153388129081576,9.150548934936523,0.2989722490310669
29184,6,3.4805743600000003,5.08,57,4358,560,26.852290773391722,-2.0903300061821937,0.0484375,0.2,0.0003,0.008002741,-0.013833197113126517,16.843109130859375,0.26029616594314575
29696,6,3.4999141999999996,5.15,58,4445,570,24.77436954975128,-2.063438682258129,0.0353515625,0.2,0.0003,0.006164908,-0.011412887612823396,15.824663162231445,0.3315013647079468
30208,6,3.136106839999999,5.07,59,4531,580,25.563165390491484,-2.061736500263214,0.0443359375,0.2,0.0003,0.0078334585,-0.015842080756556243,11.738656044006348,0.25431114435195923
30720,6,2.6891201199999997,6.24,60,4609,590,30.314687848091125,-2.104013887047768,0.08046875,0.2,0.0003,0.007888878,-0.010803373547969387,19.80801010131836,0.1285778284072876
31232,6,3.7645861100000007,5.3,61,4704,600,20.068402338027955,-2.1933976829051973,0.041015625,0.2,0.0003,0.004542087,-0.009669828589539974,8.645720481872559,0.21273863315582275
31744,6,3.9414866799999997,3.93,62,4805,610,20.669687569141388,-2.1569423407316206,0.0392578125,0.2,0.0003,0.006367674,-0.011515212862286716,6.160476207733154,0.4297008514404297
32256,6,2.793641260000001,5.79,63,4902,620,19.312437963485717,-2.0585678845643995,0.0884765625,0.2,0.0003,0.008720635,-0.019369538017781452,10.228226661682129,0.40600019693374634
32768,6,3.27084635,3.9,64,5013,630,27.095336627960204,-2.105630910396576,0.07734375,0.2,0.0003,0.007986756,-0.007440765586216003,11.996245384216309,0.2968905568122864
33280,6,3.84715573,4.66,65,5118,640,20.123020601272582,-2.0630387887358665,0.0080078125,0.2,0.0003,0.004796042,-0.007158116408390924,9.534648895263672,0.3237731456756592
33792,6,2.6923237999999996,6.93,66,5204,650,18.47673496007919,-2.1397489309310913,0.03671875,0.2,0.0003,0.006634049,-0.008436145071755163,9.330692291259766,0.5053655505180359
34304,6,3.9255148699999993,4.58,67,5318,660,28.796277260780336,-2.1708317399024963,0.0376953125,0.2,0.0003,0.0056624697,-0.009817581257084384,10.867385864257812,0.2398027777671814
34816,6,3.70666611,5.94,68,5391,670,23.90837699174881,-2.03038759380579,0.03359375,0.2,0.0003,0.0055474127,-0.00923382180626504,10.306883811950684,0.1135711669921875
35328,6,3.0840425099999997,6.67,69,5475,680,23.205876648426056,-2.124448096752167,0.05859375,0.2,0.0003,0.008596534,-0.01268264403915964,9.017627716064453,0.11576688289642334
35840,6,2.9717302700000006,5.85,70,5564,690,14.460691785812378,-2.110457184910774,0.09140625,0.2,0.0003,0.011229765,-0.01873650342458859,5.748202800750732,0.4041057229042053
36352,6,2.9935405000000004,5.17,71,5636,700,21.759724688529968,-2.037152127921581,0.0533203125,0.2,0.0003,0.010611642,-0.013393545761937275,14.875805854797363,0.15225917100906372
36864,6,3.8739760899999998,4.32,72,5742,710,12.91500643491745,-2.107386326789856,0.11953125,0.2,0.0003,0.012812121,-0.01188690166163724,6.7637176513671875,0.2831260561943054
37376,6,4.122042280000001,3.32,73,5861,720,12.577656149864197,-2.0248478248715402,0.0443359375,0.2,0.0003,0.009105688,-0.012373706791549921,5.606480121612549,0.45223939418792725
37888,6,4.66545013,3.07,74,5968,730,12.615047734975814,-1.8836941108107568,0.103515625,0.2,0.0003,0.008107282,-0.019227345008403063,3.422673463821411,0.34850138425827026
38400,6,2.22661354,6.71,75,6063,740,33.612794029712674,-2.0234383046627045,0.2265625,0.2,0.0003,0.01577222,-0.012686748354462906,21.770004272460938,0.20781493186950684
38912,6,3.616325660000001,4.44,76,6160,750,10.10965717434883,-2.039131869375706,0.1001953125,0.2,0.0003,0.008750088,-0.025204303537611848,3.692931652069092,0.4351220726966858
39424,6,2.97886819,7.03,77,6241,760,14.976208502054215,-2.047319109737873,0.0220703125,0.2,0.0003,0.0055229906,-0.007402123598149046,7.24239444732666,0.3351013660430908
39936,6,3.49908878,6.2,78,6330,770,13.64067610502243,-2.1530971378087997,0.0630859375,0.2,0.0003,0.007265727,-0.012020349223166703,5.0216965675354,0.40047723054885864
40448,6,3.0530499100000004,5.72,79,6418,780,17.75833375453949,-2.0965535566210747,0.0275390625,0.2,0.0003,0.004750527,-0.00870635154133197,5.224171161651611,0.19753485918045044
