r,l,t,success,full_task_success,freeze_attempted,d_m,alpha_deg,flag,true_is_iugr,cum_timesteps,d_mm
-8.646185,121,1066.059353,True,False,True,0.0827303471347809,66.93171204927125,,False,32541,82.7303471347809
-9.633621,124,1068.390807,True,False,True,0.094334098940906,89.11732762216705,,False,32665,94.334098940906
-7.911837,121,1075.3043,True,False,True,0.1056694727517966,80.67717148747799,,False,32786,105.6694727517966
-6.410828,121,1077.949155,True,False,True,0.0888601363482921,63.0840358462352,,True,32907,88.8601363482921
-7.340662,121,1081.411525,True,False,True,0.0815939434794496,64.49366206643565,,True,33028,81.59394347944959
-10.100209,121,1083.874837,True,False,True,0.0624902929490348,73.89148586575124,,False,33149,62.490292949034796
-9.867281,121,1089.178382,True,False,True,0.0778532819417902,71.34951254244186,,False,33270,77.8532819417902
-8.176674,127,1092.000578,True,False,True,0.0160856793715714,87.78860157029816,,False,33397,16.085679371571402
-10.873459,121,1095.05643,True,False,True,0.0238282413577426,68.96105914636911,,False,33518,23.8282413577426
-8.913231,121,1097.498369,True,False,True,0.0936919833791279,58.574098209138114,,False,33639,93.6919833791279
-11.797726,121,1104.391532,True,False,True,0.1077289136694527,84.24772362137959,,False,33760,107.7289136694527
-8.844429,121,1107.084274,True,False,True,0.0908234211711828,87.30904329016789,,False,33881,90.8234211711828
-8.541781,121,1110.354491,True,False,True,0.0270957893356003,84.95652514826067,,False,34002,27.0957893356003
-10.482312,121,1112.830237,True,False,True,0.0359474526253046,59.53125424878078,,False,34123,35.9474526253046
-7.338918,121,1118.111641,True,False,True,0.0801579025468026,83.6869769508702,,False,34244,80.1579025468026
-8.85973,121,1120.763586,True,False,True,0.0527915485944767,33.180681485505986,,True,34365,52.791548594476694
-9.302064,122,1124.050227,True,False,True,0.0294543539569729,72.21598154832523,,False,34487,29.4543539569729
-11.018626,127,1126.616419,True,False,True,0.0452699311021532,81.72566354225734,,False,34614,45.2699311021532
-7.653125,121,1133.47733,True,False,True,0.0816016566708589,73.03598124689792,,False,34735,81.6016566708589
-8.936838,122,1136.276458,True,False,True,0.0635340514486181,77.18442062320223,,False,34857,63.534051448618094
-7.766802,121,1139.558185,True,False,True,0.0390746502326885,69.15637648930691,,False,34978,39.074650232688505
-9.183805,124,1142.343366,True,False,True,0.0316021866488199,84.02448934156739,,False,35102,31.6021866488199
-8.339437,121,1147.401499,True,False,True,0.0587431204169321,68.99279530340151,,True,35223,58.7431204169321
-7.401725,125,1150.239784,True,False,True,0.0802448845996657,80.85281908750278,,False,35348,80.2448845996657
-11.625547,121,1153.241263,True,False,True,0.0935709630048834,82.66670643138661,,False,35469,93.57096300488341
