time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/fps,train/n_updates,train/clip_range,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/value_loss,train/explained_variance,train/loss,train/clip_fraction,train/entropy_loss
738,47616,92.62378925000002,60.0,93,64,920,0.2,-0.007477948907762766,0.0003,0.0067894887,405.9263027191162,0.6358302235603333,210.60769653320312,0.022265625,-1.6656219869852067
746,48128,93.62866059000002,60.0,94,64,930,0.2,-0.007474893424659968,0.0003,0.0054084593,357.89547100067136,0.6139184236526489,139.90589904785156,0.0158203125,-1.5264238700270654
754,48640,88.37374200000002,60.0,95,64,940,0.2,-0.006346143948030658,0.0003,0.0047068885,271.95854196548464,0.5882361233234406,157.0268096923828,0.022265625,-1.5827354982495307
762,49152,83.11078789999999,60.0,96,64,950,0.2,-0.006655526382382959,0.0003,0.0047464343,327.2564462661743,0.4494086503982544,108.53900909423828,0.0248046875,-1.6322921991348267
770,49664,84.65402363999999,60.0,97,64,960,0.2,-0.0030720063077751547,0.0003,0.0060247886,268.6561752319336,0.46949225664138794,75.83374786376953,0.048828125,-1.6905032217502594
779,50176,83.76469321,60.0,98,64,970,0.2,-0.003374348161742091,0.0003,0.0030313048,513.7383634567261,0.29420578479766846,159.83840942382812,0.009375,-1.7012765243649484
787,50688,77.11725823,60.0,99,64,980,0.2,-0.0022936234483495353,0.0003,0.0029881708,654.7726238250732,0.3492203950881958,237.38394165039062,0.003515625,-1.7125078380107879
801,51200,67.61399630999999,60.0,100,63,990,0.2,-0.00784028870984912,0.0003,0.012653658,110.72609539031983,0.6569829881191254,34.248722076416016,0.0921875,-1.8405438274145127
810,51712,64.00061071,60.0,101,63,1000,0.2,-0.00793221703497693,0.0003,0.004821161,87.12249150276185,0.7054654657840729,33.65532684326172,0.0453125,-1.8894777849316597
819,52224,57.587762680000004,60.0,102,63,1010,0.2,-0.014203306759009137,0.0003,0.0097378725,124.33405075073242,0.5913460552692413,45.009307861328125,0.083203125,-1.7913961291313172
827,52736,53.87179079999999,60.0,103,63,1020,0.2,-0.016954577941214667,0.0003,0.012332535,92.50708374977111,0.5813315808773041,30.38921546936035,0.1177734375,-1.7729642540216446
835,53248,54.48209526000001,60.0,104,63,1030,0.2,-0.008038420655066148,0.0003,0.0048381323,193.24106140136718,0.6765403151512146,65.0248794555664,0.041796875,-1.659060351550579
844,53760,54.75812121999999,60.0,105,63,1040,0.2,-0.013625791436061263,0.0003,0.006637076,226.8512822151184,0.5129693448543549,73.03070831298828,0.04609375,-1.616004590690136
852,54272,52.77263148000001,60.0,106,63,1050,0.2,-0.005494158063083887,0.0003,0.0027261241,565.8164512634278,0.5159713625907898,226.42210388183594,0.0,-1.4386277347803116
861,54784,49.5422188,60.0,107,63,1060,0.2,-0.0048296341265086085,0.0003,0.01010612,173.4132580757141,0.4625391364097595,54.103370666503906,0.04375,-1.5317328944802284
869,55296,51.22365274,60.0,108,63,1070,0.2,-0.010490635182941332,0.0003,0.008738893,74.31341590881348,0.7810018956661224,11.758490562438965,0.114453125,-1.6798995569348336
877,55808,48.73914219,60.0,109,63,1080,0.2,-0.011281224797130562,0.0003,0.0072195595,313.72424297332765,0.38410812616348267,143.8150177001953,0.048828125,-1.6857389137148857
885,56320,43.50064152000001,60.0,110,63,1090,0.2,-0.009603897971101106,0.0003,0.007895735,136.96567258834838,0.4596613645553589,63.07329559326172,0.0525390625,-1.7544226676225663
893,56832,45.233713050000006,60.0,111,63,1100,0.2,-0.008936093607917427,0.0003,0.01599589,100.02697262763976,0.4445255398750305,54.05830001831055,0.1015625,-1.792247200012207
902,57344,48.11543012999999,60.0,112,63,1110,0.2,-0.014211235602851957,0.0003,0.010276851,72.50845685005189,0.6846473515033722,20.584156036376953,0.105859375,-1.7771880775690079
911,57856,50.190939320000005,60.0,113,63,1120,0.2,-0.01968288669595495,0.0003,0.012635965,119.58727951049805,0.43281543254852295,47.58942794799805,0.104296875,-1.6948824495077133
919,58368,53.88501965,60.0,114,63,1130,0.2,-0.009017890130053274,0.0003,0.0073582507,159.96140432357788,0.5083170831203461,54.713462829589844,0.0455078125,-1.6463451102375983
927,58880,54.984711020000006,60.0,115,63,1140,0.2,-0.010885138681624084,0.0003,0.008677856,410.61543769836425,0.38158684968948364,159.0894775390625,0.0376953125,-1.5082175567746163
936,59392,59.41162398,60.0,116,63,1150,0.2,-0.002582384622655809,0.0003,0.0019241084,401.24531745910645,0.4403281807899475,192.79100036621094,0.0,-1.4358932614326476
944,59904,56.96577335999999,60.0,117,63,1160,0.2,-0.006260825612116605,0.0003,0.0030702236,679.6692596435547,0.34252452850341797,244.9332733154297,0.0140625,-1.3665736243128777
952,60416,55.80645913,60.0,118,63,1170,0.2,-0.004815183253958822,0.0003,0.0047631185,173.59086484909056,0.695793867111206,65.26283264160156,0.04296875,-1.4348058640956878
960,60928,61.22530654,60.0,119,63,1180,0.2,-0.004743107536341995,0.0003,0.0037483473,169.57740812301637,0.4687919020652771,61.565948486328125,0.0208984375,-1.5098138973116875
971,61440,68.43661123999999,60.0,120,63,1190,0.2,-0.007626328087644652,0.0003,0.0084187845,421.92200164794923,0.3878265619277954,191.3739013671875,0.0318359375,-1.4778614148497582
980,61952,73.77059074,60.0,121,63,1200,0.2,-0.009906352905090898,0.0003,0.005914239,617.8318981170654,0.256364643573761,224.0814666748047,0.0294921875,-1.4927607208490372
988,62464,78.15715502,60.0,122,63,1210,0.2,-0.00801072382600978,0.0003,0.0051167263,783.5450092315674,0.4189049005508423,403.8656921386719,0.0486328125,-1.3979481726884841
997,62976,75.20927606000001,60.0,123,63,1220,0.2,-0.006170813890639693,0.0003,0.0068866117,423.10604801177976,0.5725941061973572,140.81939697265625,0.0599609375,-1.4694976270198823
1005,63488,82.55838829999999,60.0,124,63,1230,0.2,-0.007262440666090697,0.0003,0.0037476267,384.446830368042,0.6660704910755157,172.52806091308594,0.021875,-1.4663214474916457
1014,64000,87.84653328999998,60.0,125,63,1240,0.2,-0.008988143055466935,0.0003,0.0064109797,338.32857818603514,0.47581857442855835,119.54885864257812,0.030859375,-1.4283930957317352
1022,64512,90.20376486,60.0,126,63,1250,0.2,-0.005613259511301294,0.0003,0.004942553,417.46481132507324,0.42297232151031494,189.35398864746094,0.026171875,-1.5314432978630066
1030,65024,83.55702418999999,60.0,127,63,1260,0.2,-0.0019482982344925404,0.0003,0.000586909,885.8667709350586,0.29909664392471313,394.59405517578125,0.0,-1.4346757113933564
1039,65536,81.34392122,60.0,128,63,1270,0.2,-0.0018302047334145754,0.0003,0.001618878,343.26392726898194,0.4945439100265503,147.43341064453125,0.0078125,-1.543047121167183
1047,66048,80.82537466999999,60.0,129,63,1280,0.2,-0.005671069212257862,0.0003,0.0071804374,365.4864835739136,0.5475576221942902,179.81918334960938,0.05078125,-1.5093287259340287
1055,66560,80.17752264,60.0,130,63,1290,0.2,-0.00681552582536824,0.0003,0.008477912,98.354358959198,0.825334444642067,34.62754440307617,0.0583984375,-1.6569601759314536
